mjd,band,flux,fluxerr,detected_bool
53200.0,u,0.10383261,0.14220616,0
53200.0,g,0.119619645,0.14226165,0
53200.0,r,0.039391503,0.14197939999999998,0
53200.0,i,0.13503826,0.14231583,0
53200.0,z,-0.19139148,0.14184059999999998,0
53200.0,Y,-0.17213,0.14184059999999998,0
53202.0,u,-0.07052507,0.14184059999999998,0
53202.0,g,0.1803425,0.14247492,0
53202.0,r,-0.021631764,0.14184059999999998,0
53202.0,i,0.017574683,0.14190255,0
53202.0,z,-0.41319945,0.14184059999999998,0
53202.0,Y,0.0757448,0.14210737,0
53204.0,u,0.02598862,0.14193219,0
53204.0,g,0.078462504,0.14211693,0
53204.0,r,0.16472764,0.1424201,0
53204.0,i,-0.051828525999999986,0.14184059999999998,0
53204.0,z,0.05583115,0.14203729,0
53204.0,Y,0.22978956,0.14264834,0
53206.0,u,0.1014219,0.14219768,0
53206.0,g,-0.08558665,0.14184059999999998,0
53206.0,r,-0.059126005,0.14184059999999998,0
53206.0,i,0.09919955,0.14218986,0
53206.0,z,0.06273714,0.1420616,0
53206.0,Y,-0.054879855,0.14184059999999998,0
53208.0,u,-0.24534515,0.14184059999999998,0
53208.0,g,-0.0804124,0.14184059999999998,0
53208.0,r,0.04750525,0.14200798,0
53208.0,i,0.14075553,0.14233592,0
53208.0,z,0.13385753,0.14231169,0
53208.0,Y,-0.0991837,0.14184059999999998,0
53210.0,u,0.042183742,0.14198925,0
53210.0,g,-0.10590101,0.14184059999999998,0
53210.0,r,-0.34066844,0.14184059999999998,0
53210.0,i,-0.026660398,0.14184059999999998,0
53210.0,z,0.018108616,0.14190443,0
53210.0,Y,0.17725456,0.14246409,0
53212.0,u,-0.10655415,0.14184059999999998,0
53212.0,g,-0.21292779,0.14184059999999998,0
53212.0,r,0.05982183,0.14205132,0
53212.0,i,0.005539638,0.14186014,0
53212.0,z,-0.08542117,0.14184059999999998,0
53212.0,Y,-0.06412289,0.14184059999999998,0
53214.0,u,0.19810371,0.14253724,0
53214.0,g,0.16329828,0.14241509,0
53214.0,r,-0.17424749,0.14184059999999998,0
53214.0,i,0.07920581,0.14211956,0
53214.0,z,0.055443894,0.14203592,0
53214.0,Y,-0.038983196,0.14184059999999998,0
53216.0,u,0.052865135999999986,0.14202684,0
53216.0,g,0.12178028,0.14226925,0
53216.0,r,0.06583913400000001,0.14207251,0
53216.0,i,-0.18885967,0.14184059999999998,0
53216.0,z,-0.08868358,0.14184059999999998,0
53216.0,Y,-0.13116895,0.14184059999999998,0
53218.0,u,0.05434091,0.14203204,0
53218.0,g,0.025322096,0.14192984,0
53218.0,r,0.18679403,0.14249755,0
53218.0,i,-0.053521056,0.14184059999999998,0
53218.0,z,0.27468276,0.1428056,0
53218.0,Y,-0.00237367,0.14184059999999998,0
53220.0,u,0.13703461,0.14232284,0
53220.0,g,-0.05060963,0.14184059999999998,0
53220.0,r,-0.13458379,0.14184059999999998,0
53220.0,i,0.11162474,0.14223355,0
53220.0,z,0.32198435,0.14297113,0
53220.0,Y,0.14955057,0.14236683,0
53222.0,u,0.06734492,0.14207779999999998,0
53222.0,g,0.31157956,0.14293474,0
53222.0,r,0.0631287,0.14206298,0
53222.0,i,0.13070744,0.14230064,0
53222.0,z,-0.06854584,0.14184059999999998,0
53222.0,Y,0.050623152000000005,0.14201894,0
53224.0,u,-0.048350308,0.14184059999999998,0
53224.0,g,-0.2555629,0.14184059999999998,0
53224.0,r,0.15794997,0.14239632,0
53224.0,i,-0.3620804,0.14184059999999998,0
53224.0,z,-0.12178591,0.14184059999999998,0
53224.0,Y,-0.18578988,0.14184059999999998,0
53226.0,u,-0.106149904,0.14184059999999998,0
53226.0,g,-0.16978405,0.14184059999999998,0
53226.0,r,-0.06921952,0.14184059999999998,0
53226.0,i,0.115518995,0.14224724,0
53226.0,z,-0.11032078,0.14184059999999998,0
53226.0,Y,-0.21280718,0.14184059999999998,0
53228.0,u,-0.011946487,0.14184059999999998,0
53228.0,g,-0.06892132,0.14184059999999998,0
53228.0,r,0.09045936,0.14215913,0
53228.0,i,-0.08458462,0.14184059999999998,0
53228.0,z,-0.23632042,0.14184059999999998,0
53228.0,Y,-0.16268033,0.14184059999999998,0
53230.0,u,-0.114037864,0.14184059999999998,0
53230.0,g,0.20823088,0.14257276,0
53230.0,r,0.1901523,0.14250934,0
53230.0,i,-0.12369225,0.14184059999999998,0
53230.0,z,0.09221355,0.14216529999999994,0
53230.0,Y,0.07808257,0.14211561,0
53232.0,u,-0.13195273,0.14184059999999998,0
53232.0,g,-0.051516477000000005,0.14184059999999998,0
53232.0,r,0.025149055,0.14192922,0
53232.0,i,0.11039199,0.14222921,0
53232.0,z,0.2959933,0.1428802,0
53232.0,Y,-0.14605206,0.14184059999999998,0
53234.0,u,0.058179747,0.14204554,0
53234.0,g,0.18236399,0.14248201,0
53234.0,r,0.07208342,0.14209448,0
53234.0,i,0.0818488,0.14212884,0
53234.0,z,-0.031431623,0.14184059999999998,0
53234.0,Y,0.023080485,0.14192195,0
53236.0,u,0.292418,0.14286768,0
53236.0,g,0.449029,0.14341475,0
53236.0,r,0.5466312,0.14375462,0
53236.0,i,0.97221977,0.14522734,0
53236.0,z,1.2916306999999998,0.14632289,0
53236.0,Y,1.4469453,0.14685266,0
53238.0,u,0.17782535,0.14246608,0
53238.0,g,0.4488018,0.14341396,0
53238.0,r,1.7958543000000002,0.14803585,0
53238.0,i,2.8571324,0.15157801,0
53238.0,z,3.8853538,0.1549326,0
53238.0,Y,4.115174,0.15567252,0
53240.0,u,0.0116544645,0.14188169,0
53240.0,g,0.7559376999999999,0.1444808,0
53240.0,r,3.3973956,0.15334977,0
53240.0,i,5.746303,0.16082619,0
53240.0,z,7.843273,0.16721852,0
53240.0,Y,8.469372,0.16908024,0
53242.0,u,0.112052396,0.14223506,0
53242.0,g,1.7131793000000002,0.14775635,0
53242.0,r,6.4034653,0.16285646,0
53242.0,i,11.610231,0.17812632,0
53242.0,z,15.055822,0.18754888,0
53242.0,Y,16.388237,0.19106804,0
53244.0,u,0.3933808,0.1432206,0
53244.0,g,2.6772625,0.15098353,0
53244.0,r,10.650138,0.17541066,0
53244.0,i,19.444418,0.19890493,0
53244.0,z,24.274517000000003,0.21069713,0
53244.0,Y,26.615005,0.21617994,0
53246.0,u,0.34449854,0.14304985,0
53246.0,g,3.3241568,0.15311079,0
53246.0,r,14.490835999999998,0.18603654,0
53246.0,i,26.903078000000004,0.2168452,0
53246.0,z,33.52896,0.23161978,0
53246.0,Y,37.17725,0.23936585,0
53248.0,u,0.45322558,0.14342937,0
53248.0,g,4.1196375,0.15568686,0
53248.0,r,17.387112,0.19366433,0
53248.0,i,31.952589,0.22819147,0
53248.0,z,41.08173,0.24738733,0
53248.0,Y,45.592625,0.25634232,0
53250.0,u,0.4832268,0.14353392,0
53250.0,g,3.7340198,0.15444346,0
53250.0,r,18.96046,0.19768465,0
53250.0,i,37.174263,0.2393596,0
53250.0,z,48.741646,0.26241267,0
53250.0,Y,53.285557,0.27093232,0
53252.0,u,0.40482038,0.14326052,0
53252.0,g,3.778496,0.15458737,0
53252.0,r,20.290518,0.20102058,0
53252.0,i,40.665157,0.24654394,0
53252.0,z,54.703915,0.27353734,0
53252.0,Y,61.10953000000001,0.28500578,0
53254.0,u,0.31620374,0.1429509,0
53254.0,g,3.6198172999999993,0.15407328,0
53254.0,r,20.143684,0.20065503,0
53254.0,i,43.013813,0.25126195,0
53254.0,z,57.818726,0.27917284,0
53254.0,Y,65.0706,0.29187217,0
53256.0,u,0.3149467,0.14294651,0
53256.0,g,3.1261044,0.15246266,0
53256.0,r,18.589417,0.19674392,0
53256.0,i,44.234093,0.25367862,0
53256.0,z,59.245922,0.2817174000000001,0
53256.0,Y,67.91854000000001,0.29671082,0
53258.0,u,0.39289817,0.14321892,0
53258.0,g,2.8519578,0.15156093,0
53258.0,r,16.014378,0.19008718,0
53258.0,i,42.861908,0.2509595,0
53258.0,z,57.15620799999999,0.27798373,0
53258.0,Y,67.43354000000001,0.29589236,0
53260.0,u,0.07321095,0.14209846,0
53260.0,g,1.7377367,0.14783943,0
53260.0,r,13.16522,0.18243898,0
53260.0,i,39.08523,0.24331869,0
53260.0,z,55.604515,0.27517859999999994,0
53260.0,Y,63.603848,0.2893486,0
53262.0,u,0.06278071,0.14206176,0
53262.0,g,1.5207175,0.14710362,0
53262.0,r,10.262571,0.17430241,0
53262.0,i,34.366,0.2334197,0
53262.0,z,51.472614,0.26756564,0
53262.0,Y,60.110928,0.28324845,0
53264.0,u,0.24633035,0.14270629999999998,0
53264.0,g,1.3623493,0.14656435,0
53264.0,r,7.8568273,0.16725904,0
53264.0,i,29.527489000000006,0.22281438,0
53264.0,z,45.341297,0.25585163,0
53264.0,Y,57.204334,0.2780703,0
53266.0,u,0.11206948,0.14223513,0
53266.0,g,1.2196329,0.14607666,0
53266.0,r,6.2140765,0.16227396,0
53266.0,i,25.180565,0.21283638,0
53266.0,z,39.626648,0.24442874,0
53266.0,Y,52.58308,0.2696328,0
53268.0,u,0.064007595,0.14206608,0
53268.0,g,0.818054,0.14469558,0
53268.0,r,5.3494434,0.1595876,0
53268.0,i,22.415756,0.20623897,0
53268.0,z,35.68246,0.2362228,0
53268.0,Y,47.919075,0.26084062,0
53270.0,u,0.22042911,0.14261553,0
53270.0,g,0.7608993000000001,0.14449796,0
53270.0,r,5.4572845,0.15992512,0
53270.0,i,20.432142,0.20137255,0
