mjd,band,flux,fluxerr,detected_bool,ratio,ratio2bool
0.0,u,0.44463292,0.14339942,0,3.1006605187106056,1
0.0,g,2.2255887999999997,0.14948025,0,14.888848526812067,1
0.0,r,9.820172,0.17302871,0,56.754581363982886,1
0.0,i,16.99616,0.19265233,0,88.22192807115283,1
0.0,z,16.970582999999998,0.19258593,0,88.11953708144722,1
0.0,Y,17.373317999999998,0.19362871,0,89.72490701404764,1
2.0,u,0.59391624,0.14391899,0,4.1267399111124945,1
2.0,g,2.2484292999999997,0.14955664,0,15.033965058321716,1
2.0,r,12.134374000000001,0.17959157,0,67.56650103342824,1
2.0,i,21.380339000000006,0.20371327,0,104.9530990298276,1
2.0,z,22.550629999999998,0.20656571,0,109.16928080657722,1
2.0,Y,21.459332999999997,0.20390707,0,105.2407501122938,1
4.0,u,1.0503360000000002,0.14549603,0,7.219001095768731,1
4.0,g,3.0139036,0.15209426,0,19.816024615261615,1
4.0,r,15.852276999999999,0.18966033,0,83.58246028571183,1
4.0,i,26.358105,0.21558493,0,122.26320735869616,1
4.0,z,28.76545,0.22109774,0,130.1028676276836,1
4.0,Y,25.540135999999997,0.21367943,0,119.52547795545877,1
6.0,u,1.017782,0.14538410000000002,0,7.000641748306726,1
6.0,g,3.9951394000000002,0.1552865,0,25.727538453117305,1
6.0,r,19.332384,0.19862312,0,97.33199236826006,1
6.0,i,31.692042999999998,0.22761986,0,139.2323279699759,1
6.0,z,34.760536,0.23426329999999998,0,148.38233731019756,1
6.0,Y,30.005182,0.22388378,0,134.02124084201188,1
8.0,u,1.0129553,0.14536752,0,6.968236783567608,1
8.0,g,4.2437195999999995,0.15608484,0,27.188544383938886,1
8.0,r,22.32153,0.20601039999999998,0,108.35147157619228,1
8.0,i,35.57486,0.23599495,0,150.74415787286975,1
8.0,z,39.383959999999995,0.24393179999999998,0,161.45480007116743,1
8.0,Y,33.968059999999994,0.23256573,0,146.0578908165016,1
10.0,u,1.3219725,0.14642654,0,9.028230128226754,1
10.0,g,4.9289055,0.15826455,0,31.143458847859485,1
10.0,r,24.29969,0.21075685,0,115.29727266278651,1
10.0,i,38.706654,0.24253951,0,159.58906654012782,1
10.0,z,45.121179999999995,0.2554211,0,176.65408221951904,1
10.0,Y,37.426327,0.23988557,0,156.01741697093328,1
12.0,u,1.2820021000000001,0.14628999,0,8.763430088415483,1
12.0,g,4.429665,0.15667936,0,28.272166799762267,1
12.0,r,25.184595,0.21284585,0,118.32316674250403,1
12.0,i,41.456062,0.24814275,0,167.06537668338086,1
12.0,z,50.34469,0.26544952,0,189.6582446259462,1
12.0,Y,41.819435,0.24887386,0,168.0346622180409,1
14.0,u,1.2013733,0.14601414,0,8.227787391001995,1
14.0,g,4.879291,0.15810771,0,30.860550696737054,1
14.0,r,26.608345,0.21616453,0,123.09302085776977,1
14.0,i,43.013313000000004,0.25126097,0,171.1897912357817,1
14.0,z,54.127083,0.2724809,0,198.64542065150252,1
14.0,Y,45.01934,0.25522166,0,176.3931008050022,1
16.0,u,1.2503375,0.14618173,0,8.553308953177664,1
16.0,g,4.3497148,0.15642403,0,27.807203279444984,1
16.0,r,26.513664000000002,0.21594542,0,122.77946899730497,1
16.0,i,43.120117,0.2514734,0,171.46989303838893,1
16.0,z,56.254948,0.27635795,0,203.55827650335368,1
16.0,Y,46.703384,0.2584998,0,180.67087092523863,1
18.0,u,1.5146323,0.14708294,0,10.297810881397938,1
18.0,g,4.5029044,0.15691292,0,28.696836436413268,1
18.0,r,26.508656,0.21593383,0,122.76286675413482,1
18.0,i,43.717921999999994,0.25265920000000003,0,173.0311898399108,1
18.0,z,57.91811800000001,0.27935079999999995,0,207.33113347089042,1
18.0,Y,48.129073999999996,0.26124287,0,184.23114858598817,1
20.0,u,1.1911124,0.145979,0,8.159477733098596,1
20.0,g,4.244959400000001,0.15608881,0,27.195795778057384,1
20.0,r,25.483122,0.21354598,0,119.33318529339678,1
20.0,i,42.075359999999996,0.24938749,0,168.714798003701,1
20.0,z,58.706676,0.28075868,0,209.10012826673784,1
20.0,Y,48.68347,0.26230180000000003,0,185.60097567001063,1
22.0,u,1.0855706,0.14561707,0,7.454968019889427,1
22.0,g,4.018643,0.15536217,0,25.866290358843468,1
22.0,r,24.735397,0.211788,0,116.79319413753376,1
22.0,i,41.196884000000004,0.24761996,0,166.37141852377331,1
22.0,z,57.99946600000001,0.27949637,0,207.51420134723043,1
22.0,Y,48.81133300000001,0.26254540000000004,0,185.91578066117327,1
24.0,u,1.153373,0.14584969,0,7.90795647217351,1
24.0,g,3.3329556000000005,0.15313953,0,21.76417545489398,1
24.0,r,23.439404999999997,0.20870593,0,112.30828467595528,1
24.0,i,40.588703,0.24638884,0,164.73434024041026,1
24.0,z,57.337215,0.27830914,0,206.01987775176912,1
24.0,Y,48.40102,0.26176283,0,184.90409811049187,1
26.0,u,1.0192014999999999,0.14538899,0,7.010169752193752,1
26.0,g,3.2094092,0.1527356,0,21.012843109268566,1
26.0,r,21.325216,0.20357794,0,104.75209642066326,1
26.0,i,37.751225,0.2405618,0,156.92942520383536,1
26.0,z,54.8441,0.27379346,0,200.3119431705929,1
26.0,Y,46.635372,0.25836820000000005,0,180.49965901376405,1
28.0,u,1.1387875,0.14579968,0,7.81063099726968,1
28.0,g,2.883304,0.15166429999999995,0,19.011092261000123,1
