mjd,band,flux,fluxerr,detected_bool,ratio,ratio2bool
0.0,u,0.1246835,0.14227945,0,0.8763282399531345,1
0.0,g,0.07485795,0.14210425,0,0.5267819224266692,1
0.0,r,0.013716018,0.14188896,0,0.09666726713621693,1
0.0,i,0.067956395,0.14207995,0,0.47829686736235477,1
0.0,z,-0.100432634,0.14184059999999998,0,0.7080669004502238,1
0.0,Y,-0.01737665,0.14184059999999998,0,0.1225082945221608,1
2.0,u,-0.22039144,0.14184059999999998,0,1.5537965857448433,1
2.0,g,0.19499765,0.14252634,0,1.3681516693686233,1
2.0,r,0.27554303,0.14280863,0,1.9294564341104599,1
2.0,i,0.51492935,0.14364432,0,3.584752602817849,1
2.0,z,0.56980926,0.14383522,0,3.961541964478519,1
2.0,Y,0.5782644,0.1438646,0,4.019504450712684,1
4.0,u,0.044967342,0.14199904,0,0.31667356342690767,1
4.0,g,0.5580275,0.14379425,0,3.8807358430535293,1
4.0,r,0.9191988000000001,0.14504468,0,6.337349291266664,1
4.0,i,2.3389552000000005,0.14985898,0,15.607707993208017,1
4.0,z,3.1321057999999997,0.15248235,0,20.54077603079963,1
4.0,Y,3.0357623,0.1521661,0,19.950319420685684,1
6.0,u,0.083789654,0.14213566,0,0.5895048012581783,1
6.0,g,0.72941744,0.14438897,0,5.051753191396822,1
6.0,r,2.2806217999999996,0.14966422,0,15.23825667885083,1
6.0,i,4.9260416,0.15825549,0,31.127145099358003,1
6.0,z,6.3770776,0.16277543,0,39.177150998771744,1
6.0,Y,6.8319488,0.16416670000000005,0,41.615923326716064,1
8.0,u,0.08458404,0.14213845,0,0.5950820485238161,1
8.0,g,1.1894226,0.14597322,0,8.148224722315506,1
8.0,r,4.692805,0.15751687,0,29.79239620492713,1
8.0,i,9.887885,0.17322426,0,57.08140995955186,1
8.0,z,13.210494,0.18256302,0,72.36128105242781,1
8.0,Y,13.218615,0.18258525,0,72.39694882253632,1
10.0,u,0.25588435,0.14273977,0,1.792663320110436,1
10.0,g,1.8610854,0.14825602,0,12.55318603588576,1
10.0,r,7.9896636,0.16765568,0,47.65519187897481,1
10.0,i,17.298672,0.19343586,0,89.42846481515889,1
10.0,z,23.053434,0.20777918,0,110.95160737471386,1
10.0,Y,22.66873,0.20685136,0,109.58946559500502,1
12.0,u,0.16659755,0.14242667,0,1.1697075414316715,1
12.0,g,2.4793808,0.15032679,0,16.493273088582548,1
12.0,r,11.755213000000001,0.17853284,0,65.84342129996925,1
