mjd,band,flux,fluxerr,detected_bool,ratio,ratio2bool
0.0,u,0.18431114,0.14248885,0,1.2935127204690051,1
0.0,g,-0.25514364,0.14184059999999998,0,1.7988054196048242,1
0.0,r,0.035790753,0.14196672,0,0.25210664161290763,1
0.0,i,0.11948878,0.1422612,0,0.8399252923495655,1
0.0,z,-0.020683292,0.14184059999999998,0,0.14582067475743898,1
0.0,Y,0.034271378,0.14196137,0,0.24141340704164801,1
2.0,u,-0.03522337,0.14184059999999998,0,0.24833066131981957,1
2.0,g,-0.20288470000000008,0.14184059999999998,0,1.430371134921878,1
2.0,r,0.06291718,0.14206223,0,0.4428846428779838,1
2.0,i,-0.0014955788,0.14184059999999998,0,0.010544081172809479,1
2.0,z,-0.14864969,0.14184059999999998,0,1.0480052255842123,1
2.0,Y,0.07044155,0.14208871,0,0.4957575447056983,1
4.0,u,0.09854966,0.14218758,0,0.6930961199283369,1
4.0,g,-0.07213645,0.14184059999999998,0,0.5085740613054374,1
4.0,r,0.04572574,0.1420017,0,0.322008398491004,1
4.0,i,0.013380596000000002,0.14188777,0,0.09430408272679176,1
4.0,z,-0.11893841599999999,0.14184059999999998,0,0.8385357647951293,1
4.0,Y,-0.0009435667300000001,0.14184059999999998,0,0.006652303571755902,1
6.0,u,-0.1517707,0.14184059999999998,0,1.070008869110819,1
6.0,g,-0.027966077000000002,0.14184059999999998,0,0.19716552947463564,1
6.0,r,0.12257736,0.14227206,0,0.8615701494727777,1
6.0,i,0.12177735599999999,0.14226924,0,0.8559640580071982,1
6.0,z,0.17131947,0.14244325,0,1.2027208730494425,1
6.0,Y,-0.0132353725,0.14184059999999998,0,0.09331159414159276,1
8.0,u,0.030987252000000007,0.1419498,0,0.21829725719937618,1
8.0,g,-0.20803160000000004,0.14184059999999998,0,1.4666576424521616,1
8.0,r,0.008918781,0.14187205,0,0.0628649617736545,1
8.0,i,0.04676078,0.14200535,0,0.329288861299944,1
8.0,z,0.18166552,0.14247955,0,1.2750287321934972,1
