mjd,band,flux,fluxerr,detected_bool,ratio,ratio2bool
0.0,u,0.048606800000000006,0.14201185,0,0.3422728455407067,1
0.0,g,-0.05605666,0.14184059999999998,0,0.39520884711429594,1
0.0,r,0.10414072,0.14220725,0,0.7323165309785542,1
0.0,i,0.00027390075000000003,0.14184159,0,0.001931032710504726,1
0.0,z,-0.1418394,0.14184059999999998,0,0.9999915397989012,1
0.0,Y,0.021782529,0.14191738,0,0.15348739527181235,1
2.0,u,0.05524949,0.14203523,0,0.38898440900894793,1
2.0,g,-0.07774924,0.14184059999999998,0,0.5481451714107245,1
2.0,r,-0.1652779,0.14184059999999998,0,1.165236892680939,1
2.0,i,0.06283335400000001,0.14206193,0,0.4422955115420437,1
2.0,z,0.032715075,0.14195588,0,0.23045945683968852,1
2.0,Y,-0.014817568500000001,0.14184059999999998,0,0.10446634108992772,1
4.0,u,-0.053826295,0.14184059999999998,0,0.3794844000941903,1
4.0,g,-0.07310771,0.14184059999999998,0,0.5154216070716002,1
4.0,r,0.1949795,0.14252627,0,1.3680249963743525,1
4.0,i,0.05795515,0.14204477,0,0.40800622226358635,1
4.0,z,0.13767686,0.1423251,0,0.9673406869202973,1
4.0,Y,-0.07204749,0.14184059999999998,0,0.5079468783972996,1
6.0,u,0.27023196,0.14279002,0,1.8925129361281692,1
6.0,g,0.13919589,0.14233044,0,0.9779769527867685,1
6.0,r,0.009761523000000001,0.14187501,0,0.06880368149401365,1
6.0,i,-0.15585102,0.14184059999999998,0,1.0987758089009778,1
6.0,z,-0.08935759,0.14184059999999998,0,0.6299859842668462,1
6.0,Y,-0.0020043242,0.14184059999999998,0,0.014130821499627048,1
8.0,u,-0.22410712,0.14184059999999998,0,1.5799927524277253,1
8.0,g,0.14833777,0.14236255,0,1.0419718528503459,1
8.0,r,0.12773572,0.14229017,0,0.8977128919025116,1
8.0,i,0.16035795,0.14240476,0,1.126071558282181,1
8.0,z,0.004343167,0.14185593,0,0.030616746159289925,1
8.0,Y,0.035792667,0.14196673,0,0.25212010588678063,1
10.0,u,-0.011516726000000001,0.14184059999999998,0,0.08119484830154415,1
10.0,g,0.07177779,0.14209342,0,0.5051450658306345,1
10.0,r,0.019063598,0.1419078,0,0.13433791518154747,1
10.0,i,0.14677773,0.14235707,0,1.0310533224658247,1
10.0,z,0.23931485,0.14268172,0,1.6772635625642862,1
10.0,Y,-0.23948760000000002,0.14184059999999998,0,1.6884277139267605,1
12.0,u,0.091300495,0.1421621,0,0.6422280973620957,1
12.0,g,-0.14524171,0.14184059999999998,0,1.0239783954664603,1
12.0,r,0.065529265,0.14207143,0,0.4612416796255236,1
12.0,i,-0.18633975,0.14184059999999998,0,1.313726464778068,1
12.0,z,-0.28753313,0.14184059999999998,0,2.027156752015996,1
12.0,Y,0.06985859,0.14208665,0,0.49166188378711156,1
14.0,u,-0.20990324,0.14184059999999998,0,1.4798530181062406,1
14.0,g,0.18243025,0.14248224,0,1.280371855467741,1
14.0,r,0.19223751,0.14251664,0,1.348877646848817,1
14.0,i,-0.065945394,0.14184059999999998,0,0.46492607899289773,1
14.0,z,0.28577405,0.14284444,0,2.000596243017929,1
14.0,Y,-0.060442038,0.14184059999999998,0,0.42612649692683197,1
16.0,u,0.18254544,0.14248265,0,1.2811766204516832,1
16.0,g,0.19367036,0.14252168,0,1.3588835046008438,1
16.0,r,-0.38262840000000004,0.14184059999999998,0,2.6975943418175055,1
16.0,i,-0.15459932,0.14184059999999998,0,1.0899511141379832,1
16.0,z,0.15964803,0.14240226,0,1.1211060133455746,1
16.0,Y,0.07358306,0.14209977,0,0.517826735398657,1
18.0,u,-0.17736515,0.14184059999999998,0,1.250454030792312,1
18.0,g,0.0022815978,0.14184865,0,0.016084733975261663,1
18.0,r,0.20675269,0.14256756,0,1.4502085186840539,1
18.0,i,-0.0055351863,0.14184059999999998,0,0.039023991015266435,1
18.0,z,-0.027903967999999998,0.14184059999999998,0,0.19672765061625516,1
18.0,Y,0.093369484,0.14216937,0,0.6567482433100745,1
