mjd,band,flux,fluxerr,detected_bool,ratio,ratio2bool
0.0,u,-0.029899698,0.14184059999999998,0,0.21079788156564483,1
0.0,g,-0.14402938,0.14184059999999998,0,1.0154312658011884,1
0.0,r,-0.03185109999999998,0.14184059999999998,0,0.22455559268643804,1
0.0,i,-0.03929885,0.14184059999999998,0,0.27706347829887923,1
0.0,z,-0.12222601,0.14184059999999998,0,0.8617138534382963,1
0.0,Y,0.08971077,0.14215650000000002,0,0.6310704751453503,1
2.0,u,-0.050387282,0.14184059999999998,0,0.35523878212585114,1
2.0,g,0.08280606,0.14213222,0,0.58259879427761,1
2.0,r,-0.019963238,0.14184059999999998,0,0.14074417338900147,1
2.0,i,0.07846738,0.14211695,0,0.5521324514774628,1
2.0,z,0.030244317000000007,0.14194720000000002,0,0.21306737293867017,1
2.0,Y,-0.23906215,0.14184059999999998,0,1.6854282201287927,1
4.0,u,-0.18766765,0.14184059999999998,0,1.3230883823108477,1
4.0,g,-0.080495946,0.14184059999999998,0,0.5675099090105372,1
4.0,r,-0.17329049,0.14184059999999998,0,1.2217269949506702,1
4.0,i,0.15463410000000002,0.14238468,0,1.086030463389741,1
4.0,z,0.06180255,0.1420583,0,0.4350506095032814,1
4.0,Y,0.041961927,0.14198846,0,0.2955305452288165,1
6.0,u,0.11981182,0.14226232,0,0.8421894145969221,1
6.0,g,0.32653704,0.14298704,0,2.283682772928232,1
6.0,r,0.109895505,0.14222747,0,0.7726742590583944,1
6.0,i,-0.10987065,0.14184059999999998,0,0.7746064948963838,1
6.0,z,0.07712821,0.14211223,0,0.5427274626539883,1
6.0,Y,-0.16156232,0.14184059999999998,0,1.1390414310148154,1
8.0,u,-0.09036165,0.14184059999999998,0,0.6370647755297144,1
8.0,g,-0.058373034000000004,0.14184059999999998,0,0.41153967199800345,1
8.0,r,-0.05214164,0.14184059999999998,0,0.36760730002552167,1
8.0,i,-0.28928864,0.14184059999999998,0,2.039533391708721,1
8.0,z,-0.15796101,0.14184059999999998,0,1.113651591998342,1
8.0,Y,0.05388829,0.14203045,0,0.37941363982160164,1
10.0,u,-0.12392587,0.14184059999999998,0,0.8736981513050566,1
10.0,g,0.21406512,0.14259322,0,1.5012293010845819,1
10.0,r,-0.20140913,0.14184059999999998,0,1.419968119142192,1
10.0,i,-0.19293045,0.14184059999999998,0,1.3601920042639415,1
10.0,z,-0.009928856,0.14184059999999998,0,0.07000009870234616,1
10.0,Y,0.00048269235,0.14184232,0,0.003403020692272941,1
12.0,u,-0.047689012999999995,0.14184059999999998,0,0.33621553349323113,1
12.0,g,-0.042054884,0.14184059999999998,0,0.29649397986190135,1
12.0,r,-0.21377923,0.14184059999999998,0,1.5071793971542704,1
12.0,i,-0.2917802,0.14184059999999998,0,2.0570993072505335,1
12.0,z,0.049867958,0.14201629,0,0.3511425203404483,1
12.0,Y,0.06992607599999999,0.1420869,0,0.49213598157184085,1
14.0,u,0.20941031,0.14257689,0,1.4687535266058895,1
14.0,g,0.1382859,0.14232723,0,0.9716053632182682,1
14.0,r,-0.107871495,0.14184059999999998,0,0.7605121171230241,1
14.0,i,0.030656895,0.14194864,0,0.21597174161020494,1
14.0,z,-0.17082787,0.14184059999999998,0,1.2043651112586946,1
14.0,Y,0.04295033,0.14199193,0,0.30248430315722874,1
16.0,u,-0.03022865,0.14184059999999998,0,0.21311704829223793,1
16.0,g,0.004205531,0.14185543,0,0.02964659865329089,1
16.0,r,0.032602097999999996,0.1419555,0,0.22966421167196757,1
16.0,i,-0.05724867400000001,0.14184059999999998,0,0.40361274557496246,1
16.0,z,-0.049162313,0.14184059999999998,0,0.346602545392504,1
16.0,Y,0.14255676,0.14234225,0,1.001507001610555,1
18.0,u,-0.13353847,0.14184059999999998,0,0.9414685922084368,1
18.0,g,-0.24514289,0.14184059999999998,0,1.728298456154303,1
18.0,r,0.042292863,0.14198962,0,0.2978588364417061,1
18.0,i,0.06473672,0.14206864,0,0.45567213144294194,1
18.0,z,0.08304869,0.14213307,0,0.5843023724176224,1
18.0,Y,-0.20599920000000002,0.14184059999999998,0,1.4523288818575222,1
20.0,u,-0.031288207,0.14184059999999998,0,0.22058710270543133,1
20.0,g,0.06918521,0.14208429,0,0.4869307507536547,1
20.0,r,0.03529132,0.14196497,0,0.24859174766845654,1
20.0,i,-0.15966518,0.14184059999999998,0,1.1256662760873826,1
20.0,z,-0.12987892,0.14184059999999998,0,0.9156681514319597,1
20.0,Y,-0.061544154000000004,0.14184059999999998,0,0.43389659942216835,1
22.0,u,0.12451026,0.14227884,0,0.8751143880565796,1
22.0,g,-0.15221113,0.14184059999999998,0,1.073113974419172,1
22.0,r,-0.088896565,0.14184059999999998,0,0.6267356807571316,1
22.0,i,0.052782904000000005,0.14202654,0,0.3716411312984179,1
22.0,z,0.004648726,0.14185699999999998,0,0.032770508328810004,1
22.0,Y,0.008082031,0.1418691,0,0.056968226343862054,1
24.0,u,0.041788794,0.14198785,0,0.2943124640594248,1
24.0,g,-0.040347523999999996,0.14184059999999998,0,0.2844568057382724,1
24.0,r,-0.0410967,0.14184059999999998,0,0.28973862208704704,1
24.0,i,0.08570128,0.1421424,0,0.6029255169463862,1
24.0,z,-0.022860322000000002,0.14184059999999998,0,0.16116910108953295,1
24.0,Y,0.15789314,0.14239612,0,1.1088303529618644,1
26.0,u,0.09082871,0.14216043,0,0.638916961632713,1
26.0,g,-0.32115996,0.14184059999999998,0,2.2642315387836773,1
26.0,r,0.08281633,0.14213225,0,0.5826709279561817,1
