mjd,band,flux,fluxerr,detected_bool,ratio,ratio2bool
0.0,u,0.03199316,0.14195333,0,0.2253780168453956,1
0.0,g,-0.09998424,0.14184059999999998,0,0.7049056476072437,1
0.0,r,0.22412755,0.14262849,0,1.5714079985001594,1
0.0,i,0.04282045,0.14199147,0,0.3015705802609129,1
0.0,z,-0.121020444,0.14184059999999998,0,0.8532144111065522,1
0.0,Y,0.012474058,0.14188458,0,0.0879169392473798,1
2.0,u,-0.27643737,0.14184059999999998,0,1.9489297845609794,1
2.0,g,0.15604551,0.14238963,0,1.0959050178022094,1
2.0,r,0.17173177,0.1424447,0,1.2056030866715293,1
2.0,i,-0.1412251,0.14184059999999998,0,0.9956606218529815,1
2.0,z,-0.10966099,0.14184059999999998,0,0.7731283567610403,1
2.0,Y,0.14091147,0.14233647,0,0.9899885110260218,1
4.0,u,0.17416106,0.14245322,0,1.2225842280013046,1
4.0,g,-0.023752116,0.14184059999999998,0,0.16745639823858616,1
4.0,r,0.19578236,0.14252909,0,1.3736308847548244,1
4.0,i,-0.0762288,0.14184059999999998,0,0.5374258146116134,1
4.0,z,0.08386762,0.14213595,0,0.5900521296688135,1
4.0,Y,-0.09944249999999999,0.14184059999999998,0,0.7010862898211091,1
6.0,u,-0.026880147000000004,0.14184059999999998,0,0.18950954099178943,1
6.0,g,-0.08151476,0.14184059999999998,0,0.5746927184459175,1
6.0,r,-0.069254905,0.14184059999999998,0,0.4882586861589701,1
6.0,i,-0.13515593,0.14184059999999998,0,0.9528719562664006,1
6.0,z,-0.33121845,0.14184059999999998,0,2.335145578910411,1
6.0,Y,0.15383972,0.14238188,0,1.080472599462797,1
8.0,u,-0.12585466,0.14184059999999998,0,0.8872964440364749,1
8.0,g,-0.03754814,0.14184059999999998,0,0.2647206794105496,1
8.0,r,0.38606134,0.14319503,0,2.6960526493133177,1
8.0,i,-0.36782329999999996,0.14184059999999998,0,2.5932159057420794,1
8.0,z,0.19994791,0.14254370000000002,0,1.4027130627309379,1
8.0,Y,-0.055182002,0.14184059999999998,0,0.3890423616369362,1
10.0,u,-0.024870066,0.14184059999999998,0,0.17533813308742352,1
10.0,g,0.21420309,0.14259371,0,1.5021917165911456,1
10.0,r,0.012807293,0.14188576,0,0.09026482291105183,1
10.0,i,-0.34915584,0.14184059999999998,0,2.4616071844027734,1
10.0,z,-0.042310745,0.14184059999999998,0,0.2982978427897231,1
10.0,Y,-0.35173213,0.14184059999999998,0,2.4797704606438495,1
12.0,u,0.04486647,0.1419987,0,0.31596394896572993,1
12.0,g,-0.10922496,0.14184059999999998,0,0.7700542721900501,1
12.0,r,0.2642875,0.14276922,0,1.8511518098929167,1
12.0,i,0.04663368,0.14200489,0,0.32839488837321024,1
12.0,z,0.26750487,0.14278047,0,1.8735396374588207,1
12.0,Y,-0.044063877,0.14184059999999998,0,0.31065771718393753,1
