mjd,band,flux,fluxerr,detected_bool
53108.0,u,0.1965512,0.14253178,0
53108.0,g,0.5750494,0.14385343,0
53108.0,r,0.6476546999999999,0.14410555,0
53108.0,i,0.65792876,0.14414121,0
53108.0,z,0.5624022,0.14380947,0
53108.0,Y,0.80156964,0.14463861,0
53110.0,u,0.32438720000000004,0.14297953,0
53110.0,g,0.5943383000000001,0.14392045,0
53110.0,r,0.7926857,0.14460789999999998,0
53110.0,i,1.3546344,0.14653802,0
53110.0,z,1.3884736,0.14665344,0
53110.0,Y,1.3761207,0.14661133,0
53112.0,u,0.16578053,0.1424238,0
53112.0,g,1.2542865,0.14619523,0
53112.0,r,1.6180371,0.14743404,0
53112.0,i,2.1966772,0.14938353,0
53112.0,z,2.5097792,0.15042786,0
53112.0,Y,2.128427,0.1491549,0
53114.0,u,0.14373145,0.14234637,0
53114.0,g,1.5080835,0.14706068,0
53114.0,r,2.4743807,0.15031014,0
53114.0,i,2.7868304,0.15134594,0
53114.0,z,3.358442,0.15322271,0
53114.0,Y,2.8244286,0.1514701,0
53116.0,u,0.19661005,0.14253199,0
53116.0,g,2.1747468,0.1493101,0
53116.0,r,3.6562593,0.1541915,0
53116.0,i,4.0196257000000015,0.15536533,0
53116.0,z,4.617081,0.15727632,0
53116.0,Y,3.9094908,0.15501048,0
53118.0,u,0.48124278,0.143527,0
53118.0,g,2.6280289,0.15082039,0
53118.0,r,4.7998495000000005,0.15785629,0
53118.0,i,5.372859,0.15966095,0
53118.0,z,5.6575313,0.16054995,0
53118.0,Y,5.113229799999999,0.15884581,0
53120.0,u,0.184459,0.14248936,0
53120.0,g,3.3766198,0.15328203,0
53120.0,r,5.8436155,0.16112845,0
53120.0,i,6.681613400000002,0.1637082,0
53120.0,z,6.969443300000001,0.16458495,0
53120.0,Y,6.263211,0.16242528,0
53122.0,u,0.31954145,0.14296259,0
53122.0,g,4.047484,0.15545496,0
53122.0,r,7.519575,0.16624781,0
53122.0,i,7.529158,0.16627663,0
53122.0,z,8.105099000000001,0.16799957,0
53122.0,Y,7.5868125,0.1664499,0
53124.0,u,0.54294896,0.1437418,0
53124.0,g,4.3155017,0.15631463,0
53124.0,r,8.435414,0.1689798,0
53124.0,i,8.753356,0.16991797,0
53124.0,z,9.423632,0.171879,0
53124.0,Y,8.13584,0.16809104,0
53126.0,u,0.6305243,0.14404611,0
53126.0,g,4.7089186,0.15756801,0
53126.0,r,9.149888,0.17108083,0
53126.0,i,9.801458,0.17297462,0
53126.0,z,10.558047,0.17514795,0
53126.0,Y,9.268187,0.17142620000000006,0
53128.0,u,0.46150625,0.14345823,0
53128.0,g,4.9313072999999985,0.15827213,0
53128.0,r,9.945412,0.17339022,0
53128.0,i,10.82141,0.17589818,0
53128.0,z,11.266378,0.1771585,0
53128.0,Y,9.834073,0.17306887,0
53130.0,u,0.6302429,0.14404513,0
53130.0,g,4.4387083,0.15670823,0
53130.0,r,10.394463,0.17468034,0
53130.0,i,11.728999,0.17845939,0
53130.0,z,11.733607,0.17847231,0
53130.0,Y,10.481959,0.1749306,0
53132.0,u,0.54093635,0.14373481,0
53132.0,g,4.598193,0.15721627,0
53132.0,r,10.435955,0.17479907,0
53132.0,i,12.009717,0.17924419,0
53132.0,z,12.079311,0.17943822,0
53132.0,Y,10.790927,0.17581151,0
53134.0,u,0.41266298,0.1432879,0
