mjd,band,flux,fluxerr,detected_bool
53180.0,u,-0.06754987,0.14184059999999998,0
53180.0,g,-0.08792881,0.14184059999999998,0
53180.0,r,-0.23580247,0.14184059999999998,0
53180.0,i,0.24955094,0.14271758,0
53180.0,z,-0.026630823,0.14184059999999998,0
53180.0,Y,0.06358227,0.14206457,0
53182.0,u,0.036708485,0.14196995,0
53182.0,g,0.03352736,0.14195876,0
53182.0,r,-0.10746918,0.14184059999999998,0
53182.0,i,-0.23972994,0.14184059999999998,0
53182.0,z,0.110730715,0.14223039999999998,0
53182.0,Y,-0.26258507,0.14184059999999998,0
53184.0,u,0.08058471,0.14212438,0
53184.0,g,-0.16858992,0.14184059999999998,0
53184.0,r,0.13972372,0.14233229,0
53184.0,i,0.20046514,0.14254552,0
53184.0,z,-0.034008343,0.14184059999999998,0
53184.0,Y,-0.18171467,0.14184059999999998,0
53186.0,u,0.0029956799,0.14185117,0
53186.0,g,0.1625917,0.14241262,0
53186.0,r,0.0043466142,0.14185593,0
53186.0,i,-0.10779459,0.14184059999999998,0
53186.0,z,-0.026252896,0.14184059999999998,0
53186.0,Y,0.10998403,0.14222778,0
53188.0,u,0.047949664,0.14200954,0
53188.0,g,0.22260141,0.14262314,0
53188.0,r,-0.18304536,0.14184059999999998,0
53188.0,i,-0.01658704,0.14184059999999998,0
53188.0,z,0.30216587,0.14290181,0
53188.0,Y,-0.038101684,0.14184059999999998,0
53190.0,u,0.27500656,0.14280675,0
53190.0,g,0.039918337000000005,0.14198126,0
53190.0,r,0.008505742,0.14187059,0
53190.0,i,0.01931363,0.14190868,0
53190.0,z,-0.016466636,0.14184059999999998,0
53190.0,Y,-0.17357445,0.14184059999999998,0
53192.0,u,-0.051003527,0.14184059999999998,0
53192.0,g,-0.27235493,0.14184059999999998,0
53192.0,r,-0.08841343,0.14184059999999998,0
53192.0,i,-0.24999462,0.14184059999999998,0
53192.0,z,0.07058189,0.1420892,0
53192.0,Y,-0.006782860999999999,0.14184059999999998,0
53194.0,u,0.016816651000000002,0.14189988,0
53194.0,g,0.044706784000000006,0.14199813,0
53194.0,r,0.07353904,0.14209960000000002,0
53194.0,i,-0.03795904,0.14184059999999998,0
53194.0,z,-0.19848578,0.14184059999999998,0
53194.0,Y,-0.05272832,0.14184059999999998,0
53196.0,u,0.041887987,0.14198819,0
53196.0,g,-0.23375525,0.14184059999999998,0
53196.0,r,-0.13605150000000002,0.14184059999999998,0
53196.0,i,0.11466774,0.14224425,0
53196.0,z,-0.033914693,0.14184059999999998,0
53196.0,Y,0.08918438,0.14215465,0
53198.0,u,-0.12576164,0.14184059999999998,0
53198.0,g,-0.06297422,0.14184059999999998,0
53198.0,r,0.08671276,0.14214595,0
53198.0,i,0.11205217,0.14223506,0
53198.0,z,-0.16754389,0.14184059999999998,0
53198.0,Y,-0.033572674,0.14184059999999998,0
53200.0,u,-0.14834835,0.14184059999999998,0
53200.0,g,0.1872787,0.14249925,0
53200.0,r,0.093666054,0.14217041,0
53200.0,i,0.07349244,0.14209944,0
53200.0,z,-0.05229593,0.14184059999999998,0
53200.0,Y,0.14882368,0.14236426,0
53202.0,u,-0.28307104,0.14184059999999998,0
53202.0,g,-0.16441384,0.14184059999999998,0
53202.0,r,0.107261844,0.14221822,0
53202.0,i,0.14223684,0.14234112,0
53202.0,z,-0.11554615,0.14184059999999998,0
53202.0,Y,0.039477743,0.14197971,0
53204.0,u,0.28594154,0.14284502,0
53204.0,g,-0.09784018,0.14184059999999998,0
53204.0,r,0.19360836,0.14252147,0
53204.0,i,-0.053659577,0.14184059999999998,0
53204.0,z,0.12755667,0.14228955,0
53204.0,Y,0.16710535,0.14242846,0
53206.0,u,-0.011752849,0.14184059999999998,0
53206.0,g,-0.36897615,0.14184059999999998,0
53206.0,r,-0.23476708,0.14184059999999998,0
53206.0,i,-0.10060343,0.14184059999999998,0
53206.0,z,0.18106893,0.14247747,0
53206.0,Y,0.10169465,0.14219864,0
53208.0,u,0.15680669,0.14239231,0
53208.0,g,0.017125117,0.14190097,0
53208.0,r,-0.06642388,0.14184059999999998,0
53208.0,i,-0.0065927780000000005,0.14184059999999998,0
53208.0,z,-0.16443579,0.14184059999999998,0
53208.0,Y,-0.22573455,0.14184059999999998,0
53210.0,u,-0.10750407,0.14184059999999998,0
53210.0,g,0.13516144,0.14231627,0
53210.0,r,-0.2885271,0.14184059999999998,0
53210.0,i,-0.05746185,0.14184059999999998,0
53210.0,z,-0.058773287,0.14184059999999998,0
53210.0,Y,-0.10860335,0.14184059999999998,0
53212.0,u,-0.13312173,0.14184059999999998,0
53212.0,g,-0.47635993,0.14184059999999998,0
53212.0,r,0.26899576,0.14278568,0
53212.0,i,-0.18340234,0.14184059999999998,0
53212.0,z,0.0630591,0.14206272,0
53212.0,Y,0.02490854,0.14192839,0
53214.0,u,-0.05352158,0.14184059999999998,0
53214.0,g,-0.08670671,0.14184059999999998,0
53214.0,r,0.023878207,0.14192475,0
53214.0,i,-0.12888329,0.14184059999999998,0
53214.0,z,0.026106974,0.14193262,0
53214.0,Y,-0.038090143,0.14184059999999998,0
53216.0,u,0.014400471,0.14189138,0
53216.0,g,0.03343834,0.14195843,0
53216.0,r,-0.06270719,0.14184059999999998,0
53216.0,i,-0.15855178,0.14184059999999998,0
53216.0,z,-0.13765313,0.14184059999999998,0
53216.0,Y,0.10346769,0.14220488,0
53218.0,u,21.709469,0.2045195,0
53218.0,g,17.560396,0.1941112,0
53218.0,r,13.539921,0.18346302,0
53218.0,i,10.347006,0.17454445,0
53218.0,z,8.391572,0.16885002,0
53218.0,Y,7.411297,0.16592184,0
53220.0,u,35.174465000000005,0.2351451,0
53220.0,g,29.751236,0.22331591,0
53220.0,r,22.616621,0.20672537,0
53220.0,i,17.978828,0.19518603,0
53220.0,z,14.916767000000002,0.18717779,0
53220.0,Y,12.823128,0.18149899,0
53222.0,u,49.32574,0.26352325,0
53222.0,g,42.96208,0.25115898,0
53222.0,r,33.882587,0.2323819,0
53222.0,i,26.437061,0.21576798,0
53222.0,z,22.208008,0.2057347,0
53222.0,Y,18.783648,0.19723694,0
