mjd,band,flux,fluxerr,detected_bool
53000.0,u,-0.10767961,0.14184059999999998,0
53000.0,g,0.51623356,0.14364885,0
53000.0,r,1.6374282,0.14749978,0
53000.0,i,3.182101,0.1526462,0
53000.0,z,4.078352,0.1555542,0
53000.0,Y,4.880271400000002,0.15811083,0
53002.0,u,-0.14344284,0.14184059999999998,0
53002.0,g,0.5240859999999999,0.14367618,0
53002.0,r,2.8857875,0.1516725,0
53002.0,i,5.8455580000000005,0.16113448,0
53002.0,z,7.552989,0.16634826,0
53002.0,Y,8.572789,0.1693858,0
53004.0,u,-0.08570607,0.14184059999999998,0
53004.0,g,1.4880935,0.1469927,0
53004.0,r,5.3146510000000005,0.15947856,0
53004.0,i,10.137438,0.17394309,0
53004.0,z,12.882539,0.1816626,0
53004.0,Y,14.990932,0.18737581,0
53006.0,u,0.005071903,0.14185849,0
53006.0,g,1.9323806,0.14849626,0
53006.0,r,7.665432000000001,0.16668591,0
53006.0,i,15.124571,0.18773207,0
53006.0,z,19.059105,0.19793399,0
53006.0,Y,22.093565,0.20545638,0
53008.0,u,0.34390652,0.14304778,0
53008.0,g,2.194718,0.14937697,0
53008.0,r,8.842744999999997,0.1701808,0
53008.0,i,18.879713,0.19748032,0
53008.0,z,24.359528,0.21089876,0
53008.0,Y,27.77032,0.21883574,0
53010.0,u,0.13961369,0.14233191,0
53010.0,g,2.4893706,0.15036,0
53010.0,r,9.710457,0.17271136,0
53010.0,i,22.511543,0.20647107,0
53010.0,z,28.921669,0.22145073,0
53010.0,Y,33.248856,0.23101431,0
53012.0,u,-0.019541897,0.14184059999999998,0
53012.0,g,2.8448946,0.15153763,0
53012.0,r,10.234276,0.17422122,0
53012.0,i,24.814137,0.21197382,0
53012.0,z,33.55678,0.23167983,0
53012.0,Y,38.333874,0.24176979,0
53014.0,u,0.19311115,0.14251971,0
53014.0,g,2.3280392000000005,0.14982256,0
53014.0,r,10.132285,0.17392828,0
53014.0,i,26.926916,0.21690014,0
53014.0,z,37.65979,0.24037169,0
53014.0,Y,41.996243,0.24922882,0
53016.0,u,0.0645921,0.14206812,0
53016.0,g,2.3380148,0.14985585,0
53016.0,r,9.605724,0.1724079,0
53016.0,i,27.089865000000003,0.21727547,0
53016.0,z,40.487087,0.24618255,0
53016.0,Y,44.945553,0.25507706,0
53018.0,u,-0.22293393,0.14184059999999998,0
53018.0,g,1.9537859,0.14856832,0
53018.0,r,8.596378,0.16945541,0
53018.0,i,26.411486,0.2157087,0
53018.0,z,41.091938,0.24740796,0
53018.0,Y,45.88466,0.2569113,0
53020.0,u,-0.06752419,0.14184059999999998,0
53020.0,g,1.7340572,0.14782698,0
53020.0,r,7.550864999999999,0.16634189,0
53020.0,i,24.392097,0.21097597,0
53020.0,z,40.963852,0.24714898,0
53020.0,Y,45.281666,0.25573507,0
53022.0,u,0.056682295999999986,0.14204028,0
53022.0,g,1.2620583,0.1462218,0
53022.0,r,5.980823,0.16155365,0
53022.0,i,20.789328,0.20225748,0
53022.0,z,39.49501,0.24415931,0
53022.0,Y,44.633625,0.2544649,0
53024.0,u,0.41327414,0.14329004,0
53024.0,g,0.73847824,0.14442036,0
53024.0,r,4.699086,0.1575368,0
