mjd,band,flux,fluxerr,detected_bool
53200.0,u,0.045913406,0.14200236,0
53200.0,g,-0.009225104,0.14184059999999998,0
53200.0,r,0.0677994,0.14207941,0
53200.0,i,0.1526547,0.14237772,0
53200.0,z,0.061044335,0.14205563,0
53200.0,Y,-0.015524008,0.14184059999999998,0
53202.0,u,0.027672112,0.14193812,0
53202.0,g,0.07477418,0.14210396,0
53202.0,r,0.052921828,0.14202704,0
53202.0,i,0.09577834,0.14217784,0
53202.0,z,-0.11269864,0.14184059999999998,0
53202.0,Y,-0.08197234,0.14184059999999998,0
53204.0,u,-0.09908283,0.14184059999999998,0
53204.0,g,-0.12678917,0.14184059999999998,0
53204.0,r,-0.10895627,0.14184059999999998,0
53204.0,i,0.23579410000000006,0.1426694,0
53204.0,z,0.24890433,0.14271532,0
53204.0,Y,-0.2710648,0.14184059999999998,0
53206.0,u,0.29232709999999995,0.14286737,0
53206.0,g,0.2120176,0.14258602,0
53206.0,r,0.12256856,0.14227203,0
53206.0,i,0.23103043,0.14265269,0
53206.0,z,0.24952458,0.1427175,0
53206.0,Y,-0.13543259,0.14184059999999998,0
53208.0,u,-0.152722,0.14184059999999998,0
53208.0,g,0.24030258,0.14268517,0
53208.0,r,-0.072069936,0.14184059999999998,0
53208.0,i,-0.03739526,0.14184059999999998,0
53208.0,z,-0.11512412,0.14184059999999998,0
53208.0,Y,-0.061741732,0.14184059999999998,0
53210.0,u,-0.12819804,0.14184059999999998,0
53210.0,g,0.17811473,0.1424671,0
53210.0,r,-0.09265736,0.14184059999999998,0
53210.0,i,0.2629965,0.14276469,0
53210.0,z,-0.020472376,0.14184059999999998,0
53210.0,Y,-0.15932034,0.14184059999999998,0
53212.0,u,0.11356576,0.14224038,0
53212.0,g,-0.034956872,0.14184059999999998,0
53212.0,r,-0.033255294,0.14184059999999998,0
53212.0,i,0.041486364,0.14198679,0
53212.0,z,-0.0006554047,0.14184059999999998,0
53212.0,Y,0.13894099,0.14232954,0
53214.0,u,0.54706043,0.14375612,0
53214.0,g,0.666728,0.14417173,0
53214.0,r,0.3398756,0.1430337,0
53214.0,i,1.0791329,0.14559495,0
53214.0,z,2.4350386000000004,0.1501792,0
53214.0,Y,1.014177,0.14537172,0
53216.0,u,0.99152446,0.14529377,0
53216.0,g,1.811857,0.14808989,0
53216.0,r,1.7309818,0.14781657,0
53216.0,i,5.0752583,0.15872625,0
53216.0,z,7.876679400000001,0.16731837,0
53216.0,Y,5.0211926,0.15855584,0
53218.0,u,2.0078087,0.14875002,0
53218.0,g,3.4153833,0.15340842,0
53218.0,r,3.2901676,0.15299976,0
53218.0,i,8.348664,0.16872291,0
53218.0,z,9.97269,0.17346887,0
53218.0,Y,7.035917,0.16478676,0
53220.0,u,2.3378308,0.14985523,0
53220.0,g,4.9990053,0.15848586,0
53220.0,r,5.0350470000000005,0.15859951,0
53220.0,i,11.271683,0.17717348,0
53220.0,z,12.666782,0.18106778,0
53220.0,Y,9.163009,0.17111915,0
53222.0,u,3.1772883,0.15263043,0
53222.0,g,6.6726303,0.16368076,0
53222.0,r,6.963189,0.16456594,0
53222.0,i,13.871436,0.1843643,0
53222.0,z,15.37115,0.18838766,0
53222.0,Y,11.122568,0.17675216,0
53224.0,u,3.6364717,0.15412731,0
53224.0,g,8.326014,0.16865578,0
53224.0,r,8.9569235,0.17051592,0
53224.0,i,16.370993,0.1910229,0
53224.0,z,18.039545,0.19534151,0
53224.0,Y,13.562856,0.18352552,0
53226.0,u,3.9952986,0.15528701,0
53226.0,g,9.416953,0.17185958,0
53226.0,r,10.874815,0.17604993,0
53226.0,i,18.660099,0.1969235,0
53226.0,z,20.308807,0.20106608,0
53226.0,Y,15.555852,0.18887724,0
53228.0,u,4.0641265,0.15550847,0
53228.0,g,10.898758,0.17611791,0
53228.0,r,12.774261,0.18136433,0
53228.0,i,20.767315,0.20220305,0
53228.0,z,22.95619,0.20754506,0
53228.0,Y,18.286575,0.1959728,0
53230.0,u,3.7062416,0.1543535,0
53230.0,g,11.611707,0.17813048,0
53230.0,r,14.7937155,0.1868488,0
53230.0,i,22.891762,0.20738979,0
53230.0,z,25.12417,0.21270385,0
53230.0,Y,20.180046,0.20074563,0
53232.0,u,3.9541047,0.15515433,0
53232.0,g,12.697754,0.18115328,0
53232.0,r,16.586092,0.1915851,0
53232.0,i,24.910585,0.2122012,0
53232.0,z,27.68256,0.21863513,0
53232.0,Y,22.52146,0.20649509,0
53234.0,u,3.9139798,0.15502496,0
53234.0,g,13.402224,0.18308738,0
53234.0,r,18.671148,0.19695154,0
53234.0,i,26.83696,0.21669267,0
53234.0,z,29.52373,0.22280593,0
53234.0,Y,24.688204,0.21167655,0
53236.0,u,4.0521374,0.15546992,0
53236.0,g,14.309022,0.18554725,0
53236.0,r,20.994648,0.20276442,0
53236.0,i,29.029324,0.22169366,0
53236.0,z,30.714859000000004,0.22546312,0
53236.0,Y,24.982052,0.21236952,0
53238.0,u,3.7219162,0.15440427,0
53238.0,g,14.782044,0.18681757,0
53238.0,r,22.06323,0.20538256,0
53238.0,i,29.9388,0.22373547,0
