mjd,band,flux,fluxerr,detected_bool
53112.0,u,-0.2109979,0.14184059999999998,0
53112.0,g,-0.13867326,0.14184059999999998,0
53112.0,r,-0.030427031,0.14184059999999998,0
53112.0,i,0.031366564,0.14195114,0
53112.0,z,-0.09101833,0.14184059999999998,0
53112.0,Y,0.0055589452,0.14186022,0
53114.0,u,0.030227292000000006,0.14194714,0
53114.0,g,-0.10609992,0.14184059999999998,0
53114.0,r,0.12217659,0.14227064,0
53114.0,i,-0.18222122,0.14184059999999998,0
53114.0,z,0.0049951943,0.14185822,0
53114.0,Y,0.054097664,0.14203120000000002,0
53116.0,u,-0.106348455,0.14184059999999998,0
53116.0,g,0.028486798,0.141941,0
53116.0,r,0.0070941895,0.14186561,0
53116.0,i,-0.11286159,0.14184059999999998,0
53116.0,z,0.07544622599999999,0.14210632,0
53116.0,Y,-0.2083397,0.14184059999999998,0
53118.0,u,-0.0058798986,0.14184059999999998,0
53118.0,g,0.05655448,0.14203982,0
53118.0,r,-0.22447209,0.14184059999999998,0
53118.0,i,0.14215444,0.14234084,0
53118.0,z,-0.015228509,0.14184059999999998,0
53118.0,Y,-0.05167462,0.14184059999999998,0
53120.0,u,0.0094981715,0.14187409,0
53120.0,g,-0.12945011,0.14184059999999998,0
53120.0,r,-0.09883974,0.14184059999999998,0
53120.0,i,-0.024817536,0.14184059999999998,0
53120.0,z,0.2569582,0.14274353,0
53120.0,Y,-0.009564253,0.14184059999999998,0
53122.0,u,0.119555935,0.14226143,0
53122.0,g,-0.28429142,0.14184059999999998,0
53122.0,r,-0.14122841,0.14184059999999998,0
53122.0,i,-0.008305578000000001,0.14184059999999998,0
53122.0,z,-0.04112441,0.14184059999999998,0
53122.0,Y,0.018090263,0.14190437,0
53124.0,u,-0.0020686453,0.14184059999999998,0
53124.0,g,-0.02644874,0.14184059999999998,0
53124.0,r,-0.10224972,0.14184059999999998,0
53124.0,i,0.028018318,0.14193934,0
53124.0,z,-0.026610853,0.14184059999999998,0
53124.0,Y,-0.011972261,0.14184059999999998,0
53126.0,u,-0.16658439,0.14184059999999998,0
53126.0,g,0.0938499,0.14217106,0
53126.0,r,0.033786144,0.14195965,0
53126.0,i,-0.19040103,0.14184059999999998,0
53126.0,z,-0.09177737,0.14184059999999998,0
53126.0,Y,0.12922816,0.14229542,0
53128.0,u,-0.18120135,0.14184059999999998,0
53128.0,g,0.15583777,0.14238889999999998,0
53128.0,r,0.16026305,0.14240444,0
53128.0,i,0.10648832,0.1422155,0
53128.0,z,-0.023402434,0.14184059999999998,0
53128.0,Y,-0.28752145,0.14184059999999998,0
53130.0,u,0.050511237,0.14201856,0
53130.0,g,-0.14384599,0.14184059999999998,0
53130.0,r,-0.19472829,0.14184059999999998,0
53130.0,i,0.085454226,0.14214152,0
53130.0,z,-0.08789606,0.14184059999999998,0
53130.0,Y,0.20729622,0.14256947,0
53132.0,u,0.21137302,0.14258377,0
53132.0,g,0.06822763,0.14208092,0
53132.0,r,-0.058724564000000014,0.14184059999999998,0
53132.0,i,-0.019973436,0.14184059999999998,0
53132.0,z,-0.12991093,0.14184059999999998,0
53132.0,Y,0.015694213999999998,0.14189592,0
53134.0,u,-0.0016700544,0.14184059999999998,0
53134.0,g,0.13362493,0.14231087,0
53134.0,r,-0.18848625,0.14184059999999998,0
53134.0,i,0.31678474,0.14295295,0
53134.0,z,-0.022682965,0.14184059999999998,0
53134.0,Y,0.14648359,0.14235605,0
53136.0,u,-0.066812985,0.14184059999999998,0
53136.0,g,0.10287348,0.1422028,0
53136.0,r,-0.010536374,0.14184059999999998,0
53136.0,i,-0.18759489,0.14184059999999998,0
53136.0,z,-0.26669353,0.14184059999999998,0
53136.0,Y,0.046675354,0.14200506,0
53138.0,u,-0.2633923,0.14184059999999998,0
53138.0,g,0.029201757,0.14194351,0
53138.0,r,0.012912096,0.14188613,0
53138.0,i,0.09859307,0.14218774,0
53138.0,z,-0.059527352,0.14184059999999998,0
53138.0,Y,-0.079529755,0.14184059999999998,0
53140.0,u,-0.22681418,0.14184059999999998,0
53140.0,g,-0.06788960000000001,0.14184059999999998,0
53140.0,r,0.21193418,0.14258574,0
53140.0,i,0.08496473,0.14213979999999998,0
53140.0,z,-0.20642865,0.14184059999999998,0
53140.0,Y,0.056151457,0.1420384,0
53142.0,u,0.09182238,0.14216393,0
53142.0,g,0.037325945,0.14197212,0
53142.0,r,0.007265248,0.14186622,0
53142.0,i,0.055590738,0.14203644,0
53142.0,z,-0.06941954,0.14184059999999998,0
53142.0,Y,-0.19566457,0.14184059999999998,0
53144.0,u,-0.08401335,0.14184059999999998,0
