flux_u,flux_g,flux_r,flux_i,flux_z,flux_Y
0.2117792,0.11538012,-0.15564111,0.12192703,-0.10332026,-0.033865917
,,,,,
0.113647446,0.17781848,-0.28699976,-0.12906344,0.06626579,-0.16254613
,,,,,
-0.012234127,0.11544292,0.072406895,-0.14948629,0.25116163,-0.16574070000000002
,,,,,
0.13085352,0.070276715,0.105143264,0.05616949,0.07944823,-0.1575088
,,,,,
-0.078846805,-0.019410701,0.12675549,0.003457666,-0.03393457,-0.048178826
,,,,,
-0.21414039,0.017881962,0.08027733,-0.1485726,-0.111747876,0.13190554
,,,,,
-0.013387645,-0.30551824,0.1092839,0.026490541,0.07891901,-0.035624493
,,,,,
-0.023943566,0.19330205,0.16920795,-0.032299552,0.11388266,0.05714553
,,,,,
-0.005590294,0.017922211,0.096398495,-0.24722505,-0.045708094000000005,0.032575253
,,,,,
-0.08934495,-0.2470645,0.09881137,0.082776986,-0.02563871,0.31053397
,,,,,
-0.10021093,-0.107341476,0.06754731,-0.16920178,0.031464297,0.068763435
,,,,,
0.2948553,-0.15314016,-0.340767,-0.05030382,0.10807532,0.060612846
,,,,,
-0.2474479,-0.025287477000000003,-0.29781577,-0.09377514,-0.035747252,-0.22738938
,,,,,
0.08088830000000001,-0.049450718,0.09419032,-0.27523005,-0.04719764,-0.08803637
,,,,,
0.07906571,-0.11428122,0.032528527,0.09023063,0.1463361,0.16406022
,,,,,
0.05246807,-0.13827714,0.09342366,0.26859316,0.057554524,0.030730933
,,,,,
0.22203833,-0.12940674,0.23099698,-0.13651153,0.06250563,-0.09498047
,,,,,
-0.084763,-0.10964359,-0.10678663,0.1230998,0.10033636,0.014618909
,,,,,
0.096479565,0.17246188,-0.09616955,0.006886825,-0.008963444000000001,0.051204633
,,,,,
-0.097307056,-0.020994400000000003,-0.03272696,-0.05349652,0.02567489,0.058551382
,,,,,
-0.09599328,-0.31089994,-0.17173010000000002,0.20717084,0.08559892,0.05255927
,,,,,
0.05373866,-0.07097386,-0.15124364,0.17500775,-0.25599784,0.080584586
,,,,,
-0.28994328,0.073291756,-0.0200496,-0.13562319,0.027916683,-0.056344725
,,,,,
-0.11777867,-0.021602198,0.06939302,0.016975649,0.03655289,0.25119564
,,,,,
0.08324743,0.17302454,-0.053249907,-0.25490463,0.0013292853,-0.07463339999999999
,,,,,
-0.29587543,-0.038533717,0.03352976,0.07467928,-0.09014468,-0.05965763
,,,,,
-0.21690334,-0.121817656,0.08695458,-0.035899054,-0.07873394,-0.02334935
,,,,,
-0.113203295,-0.033556327000000004,0.077131614,0.28591195,0.07143682,0.019417323
,,,,,
0.017667513,0.12254466,0.1504429,-0.10412416,-0.03930598,0.17205769
,,,,,
0.021750383,-0.047106527,0.046316568,0.10820937,-0.34802740000000004,-0.05850742
,,,,,
0.24259827,-0.11990593,-0.24922945,0.087471694,0.012753542,-0.16853368
,,,,,
-0.27960974,0.2117792,0.11538012,-0.15564111,0.12192703,-0.10332026
,,,,,
-0.033865917,0.113647446,0.17781848,-0.28699976,-0.12906344,0.06626579
,,,,,
-0.16254613,-0.012234127,0.11544292,0.072406895,-0.14948629,0.25116163
,,,,,
-0.16574070000000002,0.13085352,0.070276715,0.105143264,0.05616949,0.07944823
,,,,,
-0.1575088,-0.078846805,-0.019410701,0.12675549,0.003457666,-0.03393457
,,,,,
-0.048178826,-0.21414039,0.017881962,0.08027733,-0.1485726,-0.111747876
,,,,,
0.13190554,-0.013387645,-0.30551824,0.1092839,0.026490541,0.07891901
,,,,,
-0.035624493,-0.023943566,0.19330205,0.16920795,-0.032299552,0.11388266
,,,,,
0.05714553,-0.005590294,0.017922211,0.096398495,-0.24722505,-0.045708094000000005
,,,,,
0.032575253,-0.08934495,-0.2470645,0.09881137,0.082776986,-0.02563871
,,,,,
0.31053397,-0.10021093,-0.107341476,0.06754731,-0.16920178,0.031464297
,,,,,
0.068763435,0.2948553,-0.15314016,-0.340767,-0.05030382,0.10807532
,,,,,
0.060612846,-0.2474479,-0.025287477000000003,-0.29781577,-0.09377514,-0.035747252
,,,,,
-0.22738938,0.08088830000000001,-0.049450718,0.09419032,-0.27523005,-0.04719764
,,,,,
-0.08803637,0.07906571,-0.11428122,0.032528527,0.09023063,0.1463361
,,,,,
0.16406022,0.05246807,-0.13827714,0.09342366,0.26859316,0.057554524
,,,,,
0.030730933,0.22203833,-0.12940674,0.23099698,-0.13651153,0.06250563
,,,,,
-0.09498047,-0.084763,0.607935,0.4138670999999999,0.1230998,0.10033636
,,,,,
0.014618909,0.096479565,7.4432545,7.5468526,0.006886825,-0.008963444000000001
,,,,,
0.051204633,26.71571,41.733963,46.95486,37.76175300000001,0.02567489
,,,,,
12.310476,80.980644,97.76849,111.05544,107.21184,54.466934
,,,,,
34.963004999999995,155.7235,172.82335,191.26318,186.28279,136.10718
,,,,,
68.938126,251.79568,268.12366000000003,288.4838,271.60147,217.01743
,,,,,
110.78418,369.1912,379.95505,398.36673,362.67468,297.95203
,,,,,
142.06906,472.7084,479.5336,485.77274000000006,428.8449,355.06598
,,,,,
153.59956,549.22107,554.5407,541.8434,464.83902,379.37854
,,,,,
148.60343999999995,597.40594,605.9545,572.3761599999998,467.18655,380.66748
,,,,,
130.52533,610.6421,635.7424,592.5573,449.04584000000006,376.89563
,,,,,
105.21728,592.3604,643.8878,598.83075,418.73224,360.5211
,,,,,
83.14334000000002,551.7271,632.0554,584.05817,405.93567,327.38474
,,,,,
64.81758,496.57333,603.97766,549.4168,398.1218,287.55847
,,,,,
50.48979,432.60626,564.43536,503.30078,364.83472,260.63553
,,,,,
39.453865,369.35632,511.2592,443.913,308.7252,248.51694
,,,,,
30.744562,307.66248,457.60632,390.92194,263.37964,244.60426
,,,,,
23.430088,253.17027,411.6978,356.61716,247.08849,234.57455
,,,,,
17.064192000000002,204.13834,369.02435,336.73474,255.2615,218.7876
,,,,,
13.202553,163.15046999999996,332.17007,322.3229,271.10007,201.01018
,,,,,
12.79667,132.09915,302.71103,307.4262,288.47842,182.00513
,,,,,
13.59878,107.86008,276.32156000000003,298.06345,303.6125,172.80864
,,,,,
12.062783,89.90671,251.61095,289.3502,310.78128,185.3065
,,,,,
8.477965,77.127884,228.35178,281.10632000000004,309.4422,216.25122
,,,,,
6.1539199999999985,67.20042,205.99023,266.53485,300.0989,227.41261
,,,,,
5.117984,57.808872,185.9008,244.09233,283.5403,218.88855
,,,,,
4.8222914,50.69802,164.6147,219.42567000000003,265.0138,200.84773
,,,,,
4.5944877,44.96304,148.28636,194.71768,245.54588,181.45346
,,,,,
4.739860500000002,41.340954,132.64737,170.44234,223.03006,163.5738
,,,,,
5.156073,38.85268,118.850586,148.10378,201.04063,144.84714
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
4.124718700000002,30.67987,85.91323,95.22789,128.09226999999998,80.358795
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
2.4167154,25.739815,68.31126,72.36081999999998,90.40005,54.93948
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
2.0337687,22.338804,55.75312,56.55862,67.20224,38.874916
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
1.5785775,19.335073,45.10167,43.710915,50.68630200000001,28.115702
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
